"V1" "V2" "V3" "V4" "V5" "V6"
"SV5822" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV5823" NA NA NA NA NA NA
"SV5824" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagaceae" "Spirosoma"
"SV5825" "Bacteria" "Chlamydiae" "Chlamydiae" "Chlamydiales" "Parachlamydiaceae" "Candidatus_Protochlamydia"
"SV5826" NA NA NA NA NA NA
"SV5827" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" NA
"SV5828" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" NA NA
"SV5829" "Archaea" "Euryarchaeota" "Methanobacteria" "Methanobacteriales" "Methanobacteriaceae" "Methanobrevibacter"
"SV5830" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Novosphingobium"
"SV5831" "Eukaryota" NA NA NA NA NA
"SV5832" "Eukaryota" NA NA NA NA NA
"SV5833" "Bacteria" "Planctomycetes" "OM190" NA NA NA
"SV5834" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Parasphingopyxis"
"SV5835" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV5836" "Bacteria" "Actinobacteria" "Actinobacteria" "Corynebacteriales" "Nocardiaceae" "Rhodococcus"
"SV5837" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Oscillospira"
"SV5838" "Bacteria" NA NA NA NA NA
"SV5839" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminiclostridium_9"
"SV5840" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Micrococcaceae" "Rothia"
"SV5841" "Bacteria" NA NA NA NA NA
"SV5842" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Sphingobacteriaceae" "Mucilaginibacter"
"SV5843" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "env.OPS_17" NA
"SV5844" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Erythrobacteraceae" "Altererythrobacter"
"SV5845" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus"
"SV5846" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Prevotellaceae" "Prevotella_9"
"SV5847" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" NA
"SV5848" "Bacteria" "Firmicutes" "Clostridia" NA NA NA
"SV5849" "Bacteria" "Actinobacteria" "Actinobacteria" "Propionibacteriales" "Propionibacteriaceae" "Brooklawnia"
"SV5850" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Bacteroides"
"SV5851" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiales_vadinBB60_group" NA
"SV5852" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagaceae" "Cytophaga"
"SV5853" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Bdellovibrionales" "Bdellovibrionaceae" "Bdellovibrio"
"SV5854" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Oxalobacteraceae" "Rugamonas"
"SV5855" "Bacteria" "Parcubacteria" NA NA NA NA
"SV5856" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Phenylobacterium"
"SV5857" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiales_vadinBB60_group" NA
"SV5858" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Oscillibacter"
"SV5859" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Legionellales" "Legionellaceae" "Legionella"
"SV5860" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Legionellales" "Coxiellaceae" "Aquicella"
"SV5861" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Bdellovibrionales" "Bacteriovoracaceae" "Bacteriovorax"
"SV5862" "Bacteria" "Actinobacteria" "MB-A2-108" NA NA NA
"SV5863" NA NA NA NA NA NA
"SV5864" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "P3OB-42" NA
"SV5865" NA NA NA NA NA NA
"SV5866" NA NA NA NA NA NA
"SV5867" "Bacteria" NA NA NA NA NA
"SV5868" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Rickettsiaceae" "Rickettsia"
"SV5869" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Alteromonadales" "Idiomarinaceae" "Aliidiomarina"
"SV5870" "Bacteria" "Tenericutes" "Mollicutes" "Mycoplasmatales" "Mycoplasmataceae" "Mycoplasma"
"SV5871" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Singulisphaera"
"SV5872" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV5873" "Bacteria" "Chlamydiae" "Chlamydiae" "Chlamydiales" NA NA
"SV5874" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Bdellovibrionales" "Bacteriovoracaceae" "Peredibacter"
"SV5875" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Bacteroides"
"SV5876" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Pir4_lineage"
"SV5877" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae_1" "Clostridium_sensu_stricto_1"
"SV5878" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV5879" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "HTA4" NA NA
"SV5880" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV5881" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Cellvibrionales" "Halieaceae" NA
"SV5882" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV5883" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Alicyclobacillaceae" "Tumebacillus"
"SV5884" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" NA
"SV5885" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "Acidimicrobiales_Incertae_Sedis" "Candidatus_Microthrix"
"SV5886" "Bacteria" "Saccharibacteria" NA NA NA NA
"SV5887" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV5888" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Archangiaceae" "Cystobacter"
"SV5889" "Bacteria" "Synergistetes" "Synergistia" "Synergistales" "Synergistaceae" "Jonquetella"
"SV5890" "Eukaryota" NA NA NA NA NA
"SV5891" "Bacteria" "Proteobacteria" NA NA NA NA
"SV5892" "Eukaryota" NA NA NA NA NA
"SV5893" NA NA NA NA NA NA
"SV5894" NA NA NA NA NA NA
"SV5895" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV5896" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" NA
"SV5897" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Planctomyces"
"SV5898" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV5899" "Bacteria" "Parcubacteria" "Candidatus_Moranbacteria" NA NA NA
"SV5900" "Bacteria" NA NA NA NA NA
"SV5901" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" NA
"SV5902" "Bacteria" "Acidobacteria" "Subgroup_26" NA NA NA
"SV5903" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "P3OB-42" NA
"SV5904" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Bdellovibrionales" "Bacteriovoracaceae" "Bacteriovorax"
"SV5905" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" NA
"SV5906" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" NA
"SV5907" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillales_Incertae_Sedis" "Reyranella"
"SV5908" NA NA NA NA NA NA
"SV5909" "Bacteria" "Saccharibacteria" NA NA NA NA
"SV5910" "Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" NA
"SV5911" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Porphyromonadaceae" "Porphyromonas"
"SV5912" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV5913" "Bacteria" "Planctomycetes" "Phycisphaerae" "Tepidisphaerales" "Tepidisphaeraceae" "Tepidisphaera"
"SV5914" "Bacteria" "Saccharibacteria" NA NA NA NA
"SV5915" "Bacteria" "Parcubacteria" "Candidatus_Moranbacteria" NA NA NA
"SV5916" "Eukaryota" NA NA NA NA NA
"SV5917" "Bacteria" "Parcubacteria" "Candidatus_Moranbacteria" NA NA NA
"SV5918" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" "Stenotrophomonas"
"SV5919" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV5920" "Eukaryota" NA NA NA NA NA
"SV5921" "Bacteria" "Nitrospinae" "Nitrospinia" "Nitrospinales" "Nitrospinaceae" "Nitrospina"
"SV5922" "Bacteria" NA NA NA NA NA
"SV5923" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Flavobacterium"
"SV5924" "Bacteria" "TM6_(Dependentiae)" NA NA NA NA
"SV5925" "Bacteria" "Parcubacteria" "Candidatus_Moranbacteria" NA NA NA
"SV5926" "Eukaryota" NA NA NA NA NA
"SV5927" "Bacteria" "Verrucomicrobia" "Verrucomicrobia_Incertae_Sedis" "Unknown_Order" "Unknown_Family" "Candidatus_Methylacidiphilum"
"SV5928" "Bacteria" "Proteobacteria" NA NA NA NA
"SV5929" "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA
"SV5930" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Christensenellaceae" "Christensenellaceae_R-7_group"
"SV5931" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Legionellales" "Coxiellaceae" "Aquicella"
"SV5932" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV5933" "Bacteria" NA NA NA NA NA
"SV5934" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Bdellovibrionales" "Bdellovibrionaceae" "Bdellovibrio"
"SV5935" "Bacteria" "Chlamydiae" "Chlamydiae" "Chlamydiales" NA NA
"SV5936" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophobacterales" "Syntrophaceae" "Desulfobacca"
"SV5937" "Bacteria" "Chlamydiae" "Chlamydiae" "Chlamydiales" NA NA
"SV5938" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Empedobacter"
"SV5939" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "Acidimicrobiaceae" NA
"SV5940" "Bacteria" "Proteobacteria" "Epsilonproteobacteria" "Campylobacterales" "Helicobacteraceae" "Sulfuricurvum"
"SV5941" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" NA NA
"SV5942" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV5943" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" "Solobacterium"
"SV5944" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Rubripirellula"
"SV5945" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" NA
"SV5946" "Bacteria" "Saccharibacteria" NA NA NA NA
"SV5947" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" "Catenisphaera"
"SV5948" "Bacteria" "Candidatus_Berkelbacteria" NA NA NA NA
"SV5949" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV5950" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" NA
"SV5951" "Bacteria" "TM6_(Dependentiae)" NA NA NA NA
"SV5952" "Bacteria" NA NA NA NA NA
"SV5953" "Eukaryota" NA NA NA NA NA
"SV5954" "Bacteria" "Chlamydiae" "Chlamydiae" "Chlamydiales" "Parachlamydiaceae" "Candidatus_Protochlamydia"
"SV5955" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Prevotellaceae" "Prevotella_7"
"SV5956" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Rickettsiaceae" NA
"SV5957" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Pir4_lineage"
"SV5958" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Isosphaera"
"SV5959" "Bacteria" "Chlamydiae" "Chlamydiae" "Chlamydiales" "cvE6" NA
"SV5960" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA
"SV5961" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV5962" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Moraxellaceae" "Acinetobacter"
"SV5963" "Bacteria" "Proteobacteria" NA NA NA NA
"SV5964" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV5965" "Bacteria" "Chlamydiae" "Chlamydiae" "Chlamydiales" "cvE6" NA
"SV5966" "Bacteria" "Saccharibacteria" NA NA NA NA
"SV5967" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Alteromonadales" "Alteromonadaceae" "Marinobacter"
"SV5968" "Bacteria" "Saccharibacteria" NA NA NA NA
"SV5969" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV5970" "Bacteria" "Verrucomicrobia" "UA11" NA NA NA
"SV5971" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" NA NA
"SV5972" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Bdellovibrionales" "Bdellovibrionaceae" "Bdellovibrio"
"SV5973" "Bacteria" NA NA NA NA NA
"SV5974" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Legionellales" "Coxiellaceae" "Aquicella"
"SV5975" "Eukaryota" NA NA NA NA NA
"SV5976" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" NA NA
"SV5977" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "Acidimicrobiales_Incertae_Sedis" "Candidatus_Microthrix"
"SV5978" "Bacteria" "TM6_(Dependentiae)" NA NA NA NA
"SV5979" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Family_XI" "Anaerococcus"
"SV5980" "Bacteria" "Saccharibacteria" NA NA NA NA
"SV5981" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Alteromonadales" "Idiomarinaceae" "Idiomarina"
"SV5982" "Bacteria" "Saccharibacteria" NA NA NA NA
"SV5983" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV5984" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" "Rhodomicrobium"
"SV5985" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV5986" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "DA111" NA
"SV5987" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Isosphaera"
"SV5988" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Planctomyces"
"SV5989" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV5990" "Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" NA
"SV5991" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "BIrii41" NA
"SV5992" "Bacteria" NA NA NA NA NA
"SV5993" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" "Solobacterium"
"SV5994" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" NA NA
"SV5995" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Sphingobacteriaceae" "Pedobacter"
"SV5996" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Flammeovirgaceae" "Marinoscillum"
"SV5997" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "E01-9C-26_marine_group" NA NA
"SV5998" "Bacteria" "Actinobacteria" "Thermoleophilia" "Solirubrobacterales" NA NA
"SV5999" "Bacteria" "Parcubacteria" NA NA NA NA
"SV6000" "Bacteria" "Microgenomates" "Candidatus_Woesebacteria" NA NA NA
"SV6001" "Bacteria" "Microgenomates" "Candidatus_Collierbacteria" NA NA NA
"SV6002" "Bacteria" "Proteobacteria" NA NA NA NA
"SV6003" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Flavimarina"
"SV6004" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Rickettsiaceae" NA
"SV6005" NA NA NA NA NA NA
"SV6006" "Bacteria" NA NA NA NA NA
"SV6007" "Bacteria" "Proteobacteria" "Betaproteobacteria" NA NA NA
"SV6008" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV6009" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" NA NA
"SV6010" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" NA
"SV6011" "Bacteria" "Actinobacteria" "Thermoleophilia" "Solirubrobacterales" NA NA
"SV6012" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV6013" "Eukaryota" NA NA NA NA NA
"SV6014" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Legionellales" "Legionellaceae" "Legionella"
"SV6015" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Oligoflexales" "Oligoflexaceae" NA
"SV6016" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Gemmata"
"SV6017" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "BIrii41" NA
"SV6018" "Bacteria" "Planctomycetes" "OM190" NA NA NA
"SV6019" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Legionellales" "Coxiellaceae" NA
"SV6020" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "A0839" NA
"SV6021" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillales_Incertae_Sedis" "Candidatus_Alysiosphaera"
"SV6022" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" NA
"SV6023" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Porphyromonadaceae" "Porphyromonas"
"SV6024" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Legionellales" "Coxiellaceae" "Aquicella"
"SV6025" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV6026" "Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Blastocatellaceae_(Subgroup_4)" "Aridibacter"
"SV6027" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "RB446" NA
"SV6028" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Thiotrichales" "Thiotrichaceae" "Cocleimonas"
"SV6029" "Bacteria" NA NA NA NA NA
"SV6030" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Alcaligenaceae" "Achromobacter"
"SV6031" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" NA NA
"SV6032" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA
"SV6033" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV6034" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Flavobacterium"
"SV6035" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" NA NA
"SV6036" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" "Turicibacter"
"SV6037" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV6038" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" NA
"SV6039" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Oligoflexales" "Oligoflexaceae" NA
"SV6040" "Bacteria" "Cyanobacteria" NA NA NA NA
"SV6041" "Bacteria" "Tenericutes" "Mollicutes" "Anaeroplasmatales" "Anaeroplasmataceae" "Anaeroplasma"
"SV6042" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" NA
"SV6043" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV6044" "Bacteria" "Actinobacteria" "Actinobacteria" "Micromonosporales" "Micromonosporaceae" "Pseudosporangium"
"SV6045" "Bacteria" "TM6_(Dependentiae)" NA NA NA NA
"SV6046" NA NA NA NA NA NA
"SV6047" "Bacteria" "Microgenomates" "Candidatus_Woesebacteria" NA NA NA
"SV6048" "Bacteria" "Chlamydiae" "Chlamydiae" "Chlamydiales" NA NA
"SV6049" "Eukaryota" NA NA NA NA NA
"SV6050" "Bacteria" "Planctomycetes" "OM190" NA NA NA
"SV6051" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Bdellovibrionales" "Bdellovibrionaceae" "Bdellovibrio"
"SV6052" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV6053" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Citreitalea"
"SV6054" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Bdellovibrionales" "Bdellovibrionaceae" "Bdellovibrio"
"SV6055" "Eukaryota" NA NA NA NA NA
"SV6056" "Bacteria" "Actinobacteria" "Thermoleophilia" "Gaiellales" NA NA
"SV6057" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Legionellales" "Coxiellaceae" "Coxiella"
"SV6058" "Bacteria" NA NA NA NA NA
"SV6059" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Cellulosilyticum"
"SV6060" "Eukaryota" NA NA NA NA NA
"SV6061" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Sphingobacteriaceae" NA
"SV6062" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV6063" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Streptococcaceae" "Streptococcus"
"SV6064" NA NA NA NA NA NA
"SV6065" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagaceae" "Hymenobacter"
"SV6066" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV6067" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Moraxellaceae" "Alkanindiges"
"SV6068" "Bacteria" "FBP" NA NA NA NA
"SV6069" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV6070" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" "Erysipelatoclostridium"
"SV6071" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV6072" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Porphyromonadaceae" NA
"SV6073" "Bacteria" "Saccharibacteria" NA NA NA NA
"SV6074" NA NA NA NA NA NA
"SV6075" "Bacteria" "Chlamydiae" "Chlamydiae" "Chlamydiales" NA NA
"SV6076" "Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" NA
"SV6077" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV6078" "Bacteria" "Chloroflexi" "Gitt-GS-136" NA NA NA
"SV6079" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV6080" "Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" NA
"SV6081" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Planctomyces"
"SV6082" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" "Luteolibacter"
"SV6083" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Bdellovibrionales" "Bdellovibrionaceae" "Bdellovibrio"
"SV6084" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Planctomyces"
"SV6085" NA NA NA NA NA NA
"SV6086" "Bacteria" "Chloroflexi" "Thermomicrobia" "JG30-KF-CM45" NA NA
"SV6087" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Oligoflexales" "0319-6G20" NA
"SV6088" "Bacteria" "Planctomycetes" "Phycisphaerae" "CPla-3_termite_group" NA NA
"SV6089" "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA
"SV6090" "Bacteria" "Proteobacteria" "Betaproteobacteria" NA NA NA
"SV6091" "Bacteria" "Actinobacteria" "Thermoleophilia" NA NA NA
"SV6092" "Bacteria" "Acidobacteria" "Holophagae" "Subgroup_10" "Sva0725" NA
"SV6093" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Hyphomonadaceae" "Fretibacter"
